epoch,val_loss,val_auc,precision,recall,f1_score,lr,train_time,val_time,epoch_time
1,0.04909537360072136,0.6638025745561661,0.18163813835054463,0.7869254341164453,0.29514979695042526,0.0005,38.31850337982178,28.087573766708374,66.40607714653015
2,0.046413775702769104,0.7075106120621355,0.21403288422014158,0.7658835546475996,0.3345678461469814,0.0005,33.24781799316406,27.972393035888672,61.220211029052734
3,0.04691205763004043,0.7243064518452672,0.23031489639419156,0.7209397344228805,0.3491034994435514,0.0005,70.42483234405518,28.3440842628479,98.76891660690308
4,0.04745645553550937,0.7387457686783078,0.20831511043078943,0.7784473953013279,0.3286755509552767,0.0005,88.82720971107483,28.023890018463135,116.85109972953796
5,0.0458423218943856,0.7474366206423385,0.21220208705863514,0.8121552604698672,0.3364861719460843,0.0005,88.75558853149414,30.07151222229004,118.82710075378418
6,0.045806535164063626,0.7442901049794889,0.21541463950963416,0.8005107252298264,0.3394771609884993,0.0005,89.80342316627502,30.33173441886902,120.13515758514404
7,0.046337159248915585,0.7452452218360975,0.20300694497443333,0.81511746680286,0.32505753681337707,0.0005,81.1201856136322,37.36310839653015,118.48329401016235
8,0.04477226825600321,0.7666650896096,0.21828217555196552,0.8280898876404494,0.34549328787555933,0.0005,80.3753559589386,35.25745606422424,115.63281202316284
9,0.04544114744798704,0.7563561484756303,0.20949912327513914,0.8420837589376915,0.33552430760464785,0.0005,53.499523401260376,28.126715898513794,81.62623929977417
10,0.04407917918129401,0.7689815399288037,0.22586202027618538,0.8169560776302349,0.35388597597398286,0.0005,53.67956733703613,27.96141791343689,81.64098525047302
11,0.04532798582857305,0.7674251878579362,0.21985795850160145,0.8063329928498468,0.345508261297735,0.0005,89.1249771118164,35.26863479614258,124.39361190795898
12,0.044198142296888614,0.7644286131156515,0.23920753332518038,0.7991828396322779,0.36820556261471127,0.0005,89.09414577484131,35.120453119277954,124.21459889411926
13,0.044598802145231854,0.7670605723890109,0.23847947474995398,0.793973442288049,0.3667893544733862,0.0005,89.15416765213013,35.27932071685791,124.43348836898804
14,0.04645749445665966,0.7628506870257835,0.20964099961943422,0.8440245148110317,0.33586017681129965,5e-05,89.167973279953,35.33322548866272,124.50119876861572
15,0.04334511763670228,0.7851916678739631,0.2266116778814847,0.8531154239019407,0.3581014449256099,5e-05,89.27192521095276,35.473907709121704,124.74583292007446
16,0.04336413602260026,0.7886726778771418,0.22787918474257182,0.8531154239019407,0.3596821773863612,5e-05,76.03077983856201,31.39891529083252,107.42969512939453
17,0.04316428442570296,0.7898363081839245,0.232705109120018,0.8462717058222676,0.3650342563831428,5e-05,76.11000561714172,31.36109232902527,107.47109794616699
18,0.043034401027993725,0.7906879576541148,0.23558933180384284,0.8391215526046987,0.36789072995969546,5e-05,52.1085524559021,25.071603775024414,77.18015623092651
19,0.042885471406308086,0.7922403882947235,0.23734423115664663,0.8423901940755874,0.3703437591216292,5e-05,87.0841383934021,35.28994870185852,122.37408709526062
20,0.042799494144591416,0.7929941715546089,0.23818055716102185,0.8418794688457609,0.37131143848267784,5e-05,80.0538055896759,28.097432613372803,108.1512382030487
