epoch,val_loss,val_auc,precision,recall,f1_score,lr,train_time,val_time,epoch_time
1,91.42733771584251,0.6758383421100452,0.1965103265845966,0.7891726251276813,0.31466623223231377,0.0005,79.84853911399841,28.628284454345703,108.47682356834412
2,89.92325113469904,0.7095396878632038,0.21137151573984192,0.7784473953013279,0.332468099029338,0.0005,53.846269607543945,27.933051586151123,81.77932119369507
3,86.87847290039062,0.7364057178508752,0.2355742750688482,0.7426966292134831,0.3576927807157791,0.0005,88.48192143440247,28.100508451461792,116.58242988586426
4,88.94362869262696,0.7427582863526003,0.1905282500988579,0.8366700715015322,0.31037684015081185,0.0005,88.24941301345825,27.932069301605225,116.18148231506348
5,91.38949467052113,0.749779582858073,0.1812642320991819,0.8781409601634321,0.3004998427068405,0.0005,88.23192429542542,28.0148286819458,116.24675297737122
6,86.04335306340998,0.7505149018578686,0.2216937059373142,0.7997957099080695,0.3471591035048438,0.0005,88.32027864456177,28.04281187057495,116.36309051513672
7,90.69823025790127,0.753317488365983,0.19932538248403806,0.8450459652706843,0.32256555219807,0.0005,79.80750560760498,35.05101776123047,114.85852336883545
8,87.49530313665217,0.7640220162496362,0.2067486345611891,0.8467824310520939,0.3323511135165474,0.0005,79.68660593032837,35.21661925315857,114.90322518348694
9,85.5262394991788,0.7668597163308146,0.2261267031559334,0.7933605720122574,0.35194163759119124,0.0005,79.80438137054443,35.77664256095886,115.5810239315033
10,85.4584900595925,0.7558903789121417,0.2270001763564752,0.7888661899897855,0.3525518122888706,0.0005,76.16264295578003,28.272145748138428,104.43478870391846
11,95.1535400390625,0.7556835041281389,0.17992731936725095,0.8597548518896834,0.29757822167226444,0.0005,53.410911560058594,35.41865539550781,88.8295669555664
12,89.34882105047052,0.768245919612363,0.19891257277582639,0.844535240040858,0.3219876937456188,0.0005,53.59947180747986,35.638094425201416,89.23756623268127
13,85.50756454467773,0.7678421383826775,0.23619926313508158,0.7792645556690501,0.3625175223930243,0.0005,53.720294713974,35.24913549423218,88.96943020820618
14,84.33698903864081,0.7757533852301748,0.24377151157283147,0.7885597548518897,0.3724161219518078,0.0005,54.04460883140564,35.30327582359314,89.34788465499878
15,84.2360658125444,0.7701280136306466,0.227908847955401,0.8101123595505618,0.35573796227769183,0.0005,88.72670698165894,31.41708254814148,120.14378952980042
16,83.79964121038263,0.7701972912636051,0.24507981280851338,0.7810010214504597,0.3730848053088709,0.0005,79.12268590927124,24.836997985839844,103.95968389511108
17,83.7536512895064,0.7782096913531793,0.22780334493209115,0.8292134831460675,0.3574164575353322,0.0005,52.835076570510864,35.318885803222656,88.15396237373352
18,83.87491094415839,0.7686435966362765,0.23185602063547894,0.8079673135852911,0.3603152188766911,0.0005,88.63124632835388,28.018526554107666,116.64977288246155
19,87.5069746537642,0.7739522624922767,0.20504731861198738,0.8432073544433095,0.32987672081360264,0.0005,88.76763987541199,27.961218118667603,116.72885799407959
20,82.30575901378285,0.7832032236499553,0.25579710144927537,0.7932584269662921,0.3868493150684931,0.0005,88.65387225151062,28.139912605285645,116.79378485679626
